path_id,node_sequence
P32686,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > industrial fans and blowers
P32831,"alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > parts for boring or sinking machinery, self-propelled"
P32698,"alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > parts for machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, or ceramic paste; machines for forming foundry molds of sand"
P32742,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > machinery for industrial assembly
P32825,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > parts for machines and mechanical appliances having individual functions
P32702,"alloy steel in ingots or other primary forms > ac motors, multi-phase, of an output exceeding 75 kw > other vessels for transport"
P32717,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > clutches and parts for motor vehicles
P32781,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > other machines and mechanical appliances having individual functions
P32712,alloy steel in ingots or other primary forms > slide fasteners > stuffed toys
P32670,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > fans (with a self-contained electric motor of an output not exceeding 125 w)
P32792,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > machinery for finishing paper or paperboard
P32684,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > solar trackers
P32788,alloy steel in ingots or other primary forms > road wheels and parts > electric motor vehicles
P32815,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > electrical generators and parts
P32829,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > parts of floor cleaning machines
P32666,alloy steel in ingots or other primary forms > parts suitable for use solely or principally with electric motors and generators > rail locomotives powered by diesel or electric
P42607,alloy steel wire > needles for medical use
P42612,alloy steel wire > tools for drilling
P42603,"alloy steel wire > hexagon socket cap screws > filtering or purifying machinery and apparatus, for gases"
P42617,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > seeders, planters, and transplanters"
P42620,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > bicycle suspension components"
P42610,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles"
P42619,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes > automobiles and parts"
P42613,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > machines and mechanical appliances having individual functions, not specified or included elsewhere > aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts thereof"
P42606,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > machines and mechanical appliances having individual functions, not specified or included elsewhere > lifting, handling, loading or unloading machinery, not elsewhere specified"
P42615,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes > armored fighting vehicles"
P42605,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes > self-propelled works trucks not fitted with lifting or handling equipment"
P42609,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > compression-ignition internal combustion piston engines (diesel or semi-diesel engines) > motor vehicles for the transport of goods with compression-ignition internal combustion piston engine (diesel or semi-diesel) of a gross vehicle weight not exceeding 5 tonnes"
P42616,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > compression-ignition internal combustion piston engines (diesel or semi-diesel engines) > self-propelled front-end shovel loaders"
P42604,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes > motor vehicles for the transport of goods"
P42602,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes > motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc"
P42608,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > gear boxes > passenger motor vehicles with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
P42618,"alloy steel wire > gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately > sands, other than silica and quartz sands > natural sands (other than silica and quartz sands)"
