scenario_id,scenario_type,linked_items,item_count
17101,location,"Pebbles, gravel, broken or crushed stone;Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70% or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations",3
17102,location,Static Converters;Tents,2
17103,location,Waterproof footwear with outer soles and uppers of rubber or plastics,1
17104,location,Footwear with outer soles and uppers of rubber or plastics,1
17105,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale, n.e.s.",1
17106,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17107,location,"Bread, pastry, cakes, biscuits and other bakers' wares;Structures and parts of structures, of iron or steel",2
17108,location,Dressings and Similar Articles;Pharmaceutical Products;Potato Chips;Prepared or preserved meat,4
17109,location,Insulated Electric Conductors,1
17110,location,"Bread, pastry, cakes, biscuits and other bakers' wares",1
17111,location,Bituminous Coal,1
17112,location,Control valves;Parts of airplanes or helicopters,2
17113,location,Beauty or make-up preparations and preparations for the care of the skin;Perfumes and toilet waters;Preparations for use on the hair,3
17114,location,"Gold, unwrought",1
17115,location,Mixtures of odoriferous substances,1
17116,location,"Lasers, other than laser diodes;Lenses, prisms, mirrors and other optical elements, unmounted",2
17117,location,Medicaments consisting of mixed or unmixed products;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,2
17118,location,Air Filters for Internal Combustion Engines;Parts of Filtering or Purifying Machinery and Apparatus,2
17119,location,"Dog or cat food, put up for retail sale",1
17120,location,"Chocolate, prepared as blocks, slabs or bars",1
17121,location,"Electric table, desk, bedside or floor-standing lamps",1
17122,location,Bentonite;Fire Clay,2
17123,location,"Brewing or distilling dregs and waste, whether or not in the form of pellets;Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher",2
17124,location,Pretzels;Static Converters,2
17125,location,Semi-finished iron or non-alloy steel,1
17126,location,Galvanized Steel Structures;Tubular Products for Oil and Gas,2
17127,location,Frozen Potatoes;Prepared or Preserved Potatoes,2
17128,location,Human Albumin;Human Immunoglobulin;Immunoglobulin for Intravenous Administration,3
17129,location,"Copper ores and concentrates;Gold, unwrought",2
17130,location,"Electronic test instruments and apparatus;Other instruments and apparatus, specially designed for telecommunications",2
17131,location,Spacecraft (Including Satellites) and Suborbital and Spacecraft Launch Vehicles,1
17132,location,Spacecraft (Including Satellites) and Suborbital and Spacecraft Launch Vehicles,1
17133,location,Spacecraft (Including Satellites) and Suborbital and Spacecraft Launch Vehicles,1
17134,location,"Cut flowers and flower buds for bouquets or for ornamental purposes, fresh",1
17135,location,"Petroleum oils and oils obtained from bituminous minerals, crude",1
17136,location,Vaccines for human medicine,1
17137,location,"Pebbles, gravel, broken or crushed stone;Prepared or preserved poultry",2
17138,location,"Electronic Integrated Circuits;Other Electronic Integrated Circuits;Photographic Plates and Film;Plastic building materials, not elsewhere specified;Reticles;Semiconductor Memories",6
17139,location,Beauty or Make-up Preparations;Hair Care Products,2
17140,location,Cigarettes containing tobacco;Heated tobacco devices;Other manufactured tobacco including substitutes,3
17141,location,Petroleum oils and oils obtained from bituminous minerals (excluding crude) and preparations,1
17142,location,"Butanes, Liquefied",1
17143,location,"Line pipe of a kind used for oil or gas pipelines, longitudinally welded, of iron or steel;Tube or pipe fittings, of iron or steel",2
17144,location,Crude Oil,1
17145,location,Natural Gas,1
17146,location,"Beer made from malt;Reservoirs, Tanks, Vats and Similar Containers for Gas",2
17147,location,"Chromatographs and electrophoresis instruments;Gas or smoke analysis apparatus;Hormones and other medicaments;Lithium-ion Batteries;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, packaged for retail sale;Shaving preparations, personal deodorants and antiperspirants;Surgical Instruments and Appliances",8
17148,location,"Cereal grains otherwise worked, prepared or preserved;Prepared foods obtained by the swelling or roasting of cereals or cereal products;Prepared foods obtained from unroasted cereal flakes or mixtures",3
17149,location,Electric Sensors,1
17150,location,Biopreservation Media Products;Cell Processing and Storage Solutions;Cryopreservation Media;Gene therapy products,4
17151,location,Titanium Dioxide;Titanium Oxides,2
17152,location,"Wooden furniture, other than for office, kitchen or bedroom use",1
17153,location,Static Converters,1
17154,location,Aerospace Components;Beauty or Make-Up Preparations and Preparations for the Care of the Skin;Electronic integrated circuits;Instruments and apparatus for measuring or checking electrical quantities;Medicaments Consisting of Mixed or Unmixed Products;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses;Threaded Screws and Bolts,7
17155,location,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data",1
17156,location,"Chocolate, prepared as blocks, slabs or bars",1
17157,location,Parts and accessories of the motor vehicles of headings 8701 to 8705;Parts suitable for use solely or principally with the engines of heading 8407 or 8408,2
17158,location,"Microbiological testing instruments and apparatus;Travel, Sports and Similar Bags",2
17159,location,"Bars and Rods of Alloy Steel, Other than Stainless",1
17160,location,Stainless Steel in Ingots or Other Primary Forms,1
17161,location,Switchgear and Switchboard Apparatus,1
17162,location,Parts suitable for use solely or principally with internal combustion piston engines,1
17163,location,Blood Transfusion Apparatus,1
17164,location,Immunosuppressive Medicaments,1
17165,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
17166,location,"Rubber Tubes, Pipes and Hoses with Fittings",1
17167,location,ATV suspension components;Automotive suspension systems,2
17168,location,"Static Converters, including Inverters",1
17169,location,Coconut Water;Floating or submersible drilling or production platforms,2
17170,location,Dental Drill Engines;Dental Instruments and Appliances;Instruments and apparatus for physical or chemical analysis,3
17171,location,Combine harvester-threshers,1
17172,location,"Beer made from malt;Spirits, liqueurs and other spirituous beverages",2
17173,location,"Crude Soybean Oil;Instruments and apparatus for physical or chemical analysis (e.g., chromatographs, electrophoresis instruments);Instruments and apparatus for physical or chemical analysis (e.g., spectrometers, gas or smoke analysis apparatus);Plastic Bags and Sacks;Sweet biscuits; waffles and wafers",6
17174,location,Towers and Lattice Masts of Iron or Steel,1
17175,location,"Containers for compressed or liquefied gas, of iron or steel",1
17176,location,Central Heating Boilers,1
17177,location,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound/video recording or reproducing apparatus",1
17178,location,Orthopedic or fracture appliances;Other orthopedic appliances,2
17179,location,Artificial joints,1
17180,location,"Glass containers for packing or conveyance of goods;Glassware for table, kitchen, toilet, office, indoor decoration or similar purposes",2
17181,location,"Plastic boxes, cases, crates and similar articles",1
17182,location,Stainless Steel Wire,1
17183,location,Diagnostic or laboratory reagents on a backing;Maize (corn) starch;Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,3
17184,location,Paints and Varnishes (including enamels and lacquers),1
17185,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses;Medicaments containing corticosteroid hormones, their derivatives or structural analogues",2
17186,location,Metal Connectors and Anchors,1
17187,location,"Hormones and Derivatives;Instruments and Appliances Used in Medical, Surgical, Dental or Veterinary Sciences, N.E.S.O.I.",2
17188,location,Antisera and Other Blood Fractions,1
17189,location,Motor Vehicles for Transport of Goods;Special Purpose Vehicles,2
17190,location,Beauty or make-up preparations and preparations for the care of the skin,1
17191,location,"Instruments for measuring or checking the flow or level of liquids;Machines for the reception, conversion and transmission or regeneration of voice, images or other data;Network Equipment",3
17192,location,Fresh or chilled chicken cuts;Prepared or preserved chicken meat,2
17193,location,Glass containers for packing or conveyance of goods,1
17194,location,Insecticides,1
17195,location,Electronic integrated circuits as processors and controllers,1
17196,location,Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses,1
17197,location,Beauty or make-up preparations and preparations for the care of the skin,1
17198,location,Photographic Plates and Film;Reticles,2
17199,location,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale;Medicaments containing antibiotics, for therapeutic or prophylactic uses, put up in measured doses or in forms or packings for retail sale",2
