Main Product Name,HS Code,Input Product,Industry,NAICS Code,Percentage Cost
Network Communication Devices,854239,"Electronic Integrated Circuits, Others",Semiconductor and Other Electronic Component Manufacturing,334413,15.0
Network Communication Devices,853400,Printed Circuits,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,10.0
Network Communication Devices,850440,"Static Converters (For Example, Rectifiers)","Power, Distribution, and Specialty Transformer Manufacturing",335311,8.0
Network Communication Devices,854470,Optical Fiber Cables,Communication and Energy Wire and Cable Manufacturing,335929,5.0
"Pineapples, fresh or dried",310520,"Mineral or chemical fertilizers, containing the three fertilizing elements nitrogen, phosphorus and potassium",Fertilizer Manufacturing,325314,10.0
"Pineapples, fresh or dried",120999,"Seeds, fruit and spores, for sowing",Seed Production,111419,5.0
"Pineapples, fresh or dried",841370,"Centrifugal pumps for liquids, single-stage, single-suction",Pump and Compressor Manufacturing,333911,3.0
"Pineapples, fresh or dried",230990,"Animal feed preparations, nes",Animal Food Manufacturing,311119,2.0
Optical Media for Software,390110,"Polyethylene with a specific gravity of less than 0.94, in primary forms",Plastics Material and Resin Manufacturing,325211,15.0
Optical Media for Software,390120,"Polyethylene with a specific gravity of 0.94 or more, in primary forms",Plastics Material and Resin Manufacturing,325211,12.0
Optical Media for Software,392690,Other articles of plastics and articles of other materials of headings 3901 to 3914,All Other Plastics Product Manufacturing,326199,8.0
Optical Media for Software,848210,Ball bearings,Ball and Roller Bearing Manufacturing,332991,5.0
"Lemons and limes, fresh or dried",310520,"Mineral or chemical fertilisers, containing the three fertilising elements nitrogen, phosphorus and potassium",Fertilizer Manufacturing,32531,15.0
"Lemons and limes, fresh or dried",842481,Agricultural or horticultural sprayers,Farm Machinery and Equipment Manufacturing,333111,5.0
"Lemons and limes, fresh or dried",870190,Tractors (other than tractors of heading 8709),Agricultural Machinery Manufacturing,333111,10.0
"Lemons and limes, fresh or dried",080810,Fresh Apples,Fruit and Tree Nut Farming,1113,2.0
"Peppers (Capsicum or Pimenta), fresh or chilled",310100,Animal or vegetable fertilizers,Fertilizer Manufacturing,32531,15.0
"Peppers (Capsicum or Pimenta), fresh or chilled",392321,Sacks and bags of polymers of ethylene,Plastics Product Manufacturing,32611,5.0
"Peppers (Capsicum or Pimenta), fresh or chilled",842481,Agricultural or horticultural sprayers,Industrial Machinery Manufacturing,33311,3.0
"Peppers (Capsicum or Pimenta), fresh or chilled",731100,"Containers for compressed or liquefied gas, of iron or steel","Metal Can, Box, and Other Metal Container Manufacturing",33243,2.0
Parts of railway or tramway locomotives or rolling stock,730890,"Structures and parts of structures, of iron or steel",Iron and Steel Manufacturing,331110,20.0
Parts of railway or tramway locomotives or rolling stock,860799,"Parts of railway or tramway locomotives, rolling stock, other",Railroad Rolling Stock Manufacturing,336510,15.0
Parts of railway or tramway locomotives or rolling stock,720851,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated",Steel Product Manufacturing,331221,10.0
Parts of railway or tramway locomotives or rolling stock,850300,Parts suitable for use solely or principally with electric motors and generators,Electrical Equipment Manufacturing,335312,8.0
Parts of railway or tramway locomotives or rolling stock,730490,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Pipe and Tube Manufacturing,331210,5.0
Brakes and parts thereof for railway or tramway vehicles,720850,Flat-rolled iron or non-alloy steel,Steel Manufacturing,331110,15.0
Brakes and parts thereof for railway or tramway vehicles,732690,Other articles of iron or steel,Metal Fabrication,332999,10.0
Brakes and parts thereof for railway or tramway vehicles,830210,Hinges of base metal,Hardware Manufacturing,332510,5.0
Brakes and parts thereof for railway or tramway vehicles,854430,Ignition wiring sets and other wiring sets of a kind used in vehicles,Electrical Equipment Manufacturing,335931,7.0
"Motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc",870840,Gear boxes,Motor Vehicle Parts Manufacturing,336350,15.0
"Motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc",870810,Bumpers and parts thereof,Motor Vehicle Parts Manufacturing,336350,5.0
"Motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc",840734,Reciprocating piston engines of a kind used for the propulsion of vehicles,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333618,20.0
"Motor vehicles for the transport of persons, with spark-ignition internal combustion reciprocating piston engine, cylinder capacity not exceeding 1,000 cc",730830,"Doors, windows and their frames and thresholds for vehicles",Motor Vehicle Parts Manufacturing,336350,10.0
Optical Media for Software,852341,Discs for laser reading systems for reproducing phenomena other than sound or image,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",334614,30.0
Optical Media for Software,853400,Printed circuits,Electronic Computer Manufacturing,334111,10.0
Optical Media for Software,390120,Polyethylene having a specific gravity of 0.94 or more,Plastics Material and Resin Manufacturing,325211,5.0
Parts of turbojets or turbo propellers,720712,Semi-finished products of iron or non-alloy steel,Iron and Steel Mills and Ferroalloy Manufacturing,331110,15.0
Parts of turbojets or turbo propellers,841191,Parts for turbojets or turbo propellers,Aerospace Product and Parts Manufacturing,336412,40.0
Parts of turbojets or turbo propellers,730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",Steel Product Manufacturing from Purchased Steel,331210,10.0
Parts of turbojets or turbo propellers,750210,"Nickel, unwrought, not alloyed",Nonferrous Metal (except Aluminum) Production and Processing,331490,5.0
Parts of turbojets or turbo propellers,760120,Unwrought aluminum alloys,Alumina and Aluminum Production and Processing,331313,8.0
Parts Suitable for Use with the Apparatus of Electrical Circuits,854449,"Insulated electric conductors, for a voltage not exceeding 1,000 V",Electrical Equipment Manufacturing,3359,15.0
Parts Suitable for Use with the Apparatus of Electrical Circuits,853690,Electrical apparatus for switching or protecting electrical circuits,Electrical Equipment Manufacturing,3353,20.0
Parts Suitable for Use with the Apparatus of Electrical Circuits,850490,"Parts of transformers, static converters, and inductors",Electrical Equipment Manufacturing,3353,10.0
Optical Media for Software,852341,Optical media for the recording of sound or of other phenomena,Computer and Peripheral Equipment Manufacturing,3346,25.0
Optical Media for Software,392690,"Articles of plastics and articles of other materials of headings 3901 to 3914, n.e.s.",Plastics Product Manufacturing,3261,10.0
Optical Media for Software,282590,"Other inorganic bases and metallic oxides, hydroxides and peroxides",Basic Chemical Manufacturing,3251,5.0
Prepared or preserved chicken meat,020712,Frozen cuts and edible offal of fowls of the species Gallus domesticus,Poultry Processing,311615,40.0
Prepared or preserved chicken meat,150110,Chicken fat,"Animal (except Poultry) Slaughtering, Rendering, and Processing",311613,5.0
Prepared or preserved chicken meat,040221,"Milk and cream, not concentrated nor sweetened, of a fat content, by weight, exceeding 1% but not exceeding 6%",Dairy Product Manufacturing,311511,3.0
Prepared or preserved chicken meat,210390,Sauces and preparations therefor,Seasoning and Dressing Manufacturing,311941,8.0
Coconut Water,080119,"Coconuts, fresh or dried",Fruit and Tree Nut Farming,111335,50.0
Coconut Water,842121,Water filtering or purifying machinery and apparatus,Industrial Machinery Manufacturing,333999,10.0
Coconut Water,392330,"Carboys, bottles, flasks and similar articles of plastics",Plastics Product Manufacturing,326199,15.0
Coconut Water,340213,"Organic surface-active agents, non-ionic","Soap, Cleaning Compound, and Toilet Preparation Manufacturing",325611,5.0
Coconut Oil,120300,Coconut (copra),Oilseed and Grain Farming,111120,60.0
Coconut Oil,847989,"Centrifuges, including centrifugal dryers, for agricultural products",Industrial Machinery Manufacturing,333999,15.0
Coconut Oil,841920,Machinery for extraction or preparation of animal or fixed vegetable fats or oils,Industrial Machinery Manufacturing,333241,10.0
Optical Media for Software,852321,Cards incorporating a magnetic stripe,Magnetic and Optical Recording Media Manufacturing,334613,20.0
Optical Media for Software,852341,Unrecorded discs for laser reading systems,Magnetic and Optical Recording Media Manufacturing,334613,25.0
Optical Media for Software,392690,Other articles of plastics and articles of other materials,Plastics Product Manufacturing,326199,15.0
Coconut Snacks,080111,Desiccated Coconuts,Coconut Processing,311423,40.0
